528710000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0
530199000000000000,0,0,0,0,0,1,0,0,0,0,0,0,0
530200000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
531345000000000000,0,0,0,0,0,0,0,0,1,0,0,0,0
533368000000000000,0,0,0,0,0,1,0,0,0,0,0,0,0
533788000000000000,0,0,1,0,0,0,0,0,0,0,0,0,0
533789000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
533794000000000000,0,0,0,1,0,0,0,0,0,0,0,0,0
533795000000000000,0,0,1,0,0,0,0,0,0,0,0,0,0
533798000000000000,0,0,1,0,0,0,0,0,0,0,0,0,0
533799000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
533800000000000000,0,0,0,1,0,0,0,0,0,0,0,0,0
533804000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
534928000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0
535807000000000000,0,0,0,0,0,0,0,0,1,0,0,0,0
535811000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0
537067000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1
537069000000000000,0,0,0,0,0,0,0,0,1,0,0,0,0
537072000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0
537074000000000000,0,0,0,0,0,0,0,0,1,0,0,0,0
537087000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0
537088000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0
537092000000000000,0,0,0,1,0,0,0,0,0,0,0,0,0
537265000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1
537266000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1
537267000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1
537270000000000000,0,0,0,1,0,0,0,0,0,0,0,0,0
539708000000000000,0,0,0,0,0,0,1,0,0,0,0,0,0
542072000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0
542073000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0
542877000000000000,0,0,0,0,0,1,0,0,0,0,0,0,0
544666000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0
544675000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1
544678000000000000,0,1,0,0,0,0,0,0,0,0,0,0,0
544679000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0
544683000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1
544686000000000000,0,0,0,1,0,0,0,0,0,0,0,0,0
545009000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0
545010000000000000,0,0,0,0,0,1,0,0,0,0,0,0,0
545077000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
545394000000000000,0,0,1,0,0,0,0,0,0,0,0,0,0
545415000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0
545438000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0
545809000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
546079000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0
546080000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
546081000000000000,0,0,0,0,0,1,0,0,0,0,0,0,0
546086000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
546089000000000000,0,0,1,0,0,0,0,0,0,0,0,0,0
546090000000000000,0,0,1,0,0,0,0,0,0,0,0,0,0
546092000000000000,0,0,0,0,0,0,0,0,0,0,1,0,0
546093000000000000,0,0,0,1,0,0,0,0,0,0,0,0,0
546094000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1
546095000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0
546097000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
546099000000000000,0,0,0,0,0,1,0,0,0,0,0,0,0
546100000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
546101000000000000,0,0,0,0,0,0,1,0,0,0,0,0,0
546102000000000000,0,0,0,1,0,0,0,0,0,0,0,0,0
546486000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
546714000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
546722000000000000,0,0,0,0,0,0,0,0,1,0,0,0,0
546882000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
546883000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0
547742000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0
548611000000000000,0,0,0,0,0,0,0,1,0,0,0,0,0
